ENSG00000072444
ENSG00000083842
ENSG00000090920
ENSG00000099869
ENSG00000108753
ENSG00000111788
ENSG00000120853
ENSG00000121083
ENSG00000124097
ENSG00000124549
ENSG00000127589
ENSG00000127589
ENSG00000128438
ENSG00000131484
ENSG00000131795
ENSG00000131885
ENSG00000133624
ENSG00000134297
ENSG00000135747
ENSG00000144785
ENSG00000150086
117153
ENSG00000151963
ENSG00000152022
26148
26148
ENSG00000155744
ENSG00000158482
ENSG00000159266
ENSG00000159905
ENSG00000161326
ENSG00000164845
ENSG00000165121
ENSG00000167524
ENSG00000168738
ENSG00000168738
ENSG00000170846
ENSG00000171471
ENSG00000172070
ENSG00000172660
ENSG00000172660
ENSG00000172799
ENSG00000172965
ENSG00000173295
ENSG00000173876
ENSG00000175147
ENSG00000175818
ENSG00000175873
ENSG00000175898
ENSG00000175898
ENSG00000175901
ENSG00000175901
ENSG00000176593
ENSG00000176700
ENSG00000176933
ENSG00000177144
ENSG00000177410
ENSG00000178458
ENSG00000178458
ENSG00000179038
ENSG00000179101
ENSG00000179294
ENSG00000180438
ENSG00000180438
ENSG00000180901
ENSG00000182319
ENSG00000182319
ENSG00000182796
ENSG00000183086
ENSG00000183086
ENSG00000183444
ENSG00000183531
ENSG00000183562
ENSG00000183666
ENSG00000183700
ENSG00000183700
ENSG00000183929
ENSG00000184188
ENSG00000184886
ENSG00000185065
ENSG00000185710
ENSG00000185710
ENSG00000186594
ENSG00000186594
ENSG00000186831
ENSG00000187145
ENSG00000187451
ENSG00000187953
ENSG00000189089
ENSG00000189195
ENSG00000189308
ENSG00000196141
ENSG00000196533
ENSG00000196934
ENSG00000197522
ENSG00000197743
ENSG00000197743
ENSG00000197775
ENSG00000197816
ENSG00000198237
ENSG00000198496
ENSG00000198750
ENSG00000198964
ENSG00000198964
ENSG00000199133
ENSG00000199293
ENSG00000199452
ENSG00000199452
ENSG00000199477
ENSG00000199649
ENSG00000199649
ENSG00000200418
ENSG00000200623
ENSG00000200959
ENSG00000201070
ENSG00000201208
ENSG00000201785
ENSG00000201944
ENSG00000202077
ENSG00000202103
ENSG00000203394
ENSG00000203688
ENSG00000203689
ENSG00000203796
ENSG00000203878
ENSG00000204054
ENSG00000204054
ENSG00000204055
ENSG00000204157
ENSG00000204177
ENSG00000204650
ENSG00000204752
ENSG00000204752
ENSG00000204876
ENSG00000204876
ENSG00000204876
ENSG00000204934
ENSG00000205047
ENSG00000205300
ENSG00000205360
ENSG00000205414
ENSG00000205414
ENSG00000205485
ENSG00000205534
ENSG00000205534
ENSG00000205535
ENSG00000205570
ENSG00000205575
ENSG00000205583
ENSG00000205592
ENSG00000206029
ENSG00000206029
ENSG00000206052
ENSG00000206052
ENSG00000206144
ENSG00000206193
ENSG00000206195
ENSG00000206197
ENSG00000206197
ENSG00000206532
ENSG00000206532
ENSG00000206585
ENSG00000206588
ENSG00000206596
ENSG00000206624
ENSG00000206633
ENSG00000206633
ENSG00000206647
ENSG00000206652
ENSG00000206737
ENSG00000206811
ENSG00000206828
ENSG00000206914
ENSG00000207005
ENSG00000207031
ENSG00000207031
ENSG00000207106
ENSG00000207112
ENSG00000207313
ENSG00000207313
ENSG00000207332
ENSG00000207389
ENSG00000207418
ENSG00000207525
ENSG00000207588
ENSG00000207588
ENSG00000207631
ENSG00000207865
ENSG00000207865
ENSG00000209082
ENSG00000209082
ENSG00000209418
ENSG00000210049
ENSG00000210049
ENSG00000210100
ENSG00000210107
ENSG00000210107
ENSG00000210127
ENSG00000210135
ENSG00000210135
ENSG00000210154
ENSG00000210156
ENSG00000210164
ENSG00000210176
ENSG00000210176
ENSG00000210184
ENSG00000210191
ENSG00000210194
ENSG00000210195
ENSG00000210195
ENSG00000211451
ENSG00000211451
ENSG00000212552
ENSG00000212734
ENSG00000212734
ENSG00000212736
ENSG00000212769
ENSG00000212769
ENSG00000213002
ENSG00000213062
ENSG00000213062
ENSG00000213062
ENSG00000213070
ENSG00000213113
ENSG00000213138
ENSG00000213277
ENSG00000213291
ENSG00000213297
ENSG00000213297
ENSG00000213440
ENSG00000213561
ENSG00000213656
ENSG00000213658
ENSG00000213717
ENSG00000213763
ENSG00000213763
ENSG00000213846
ENSG00000213846
ENSG00000213943
ENSG00000213946
ENSG00000213949
ENSG00000214000
ENSG00000214195
ENSG00000214222
ENSG00000214222
ENSG00000214237
ENSG00000214293
ENSG00000214391
ENSG00000214391
ENSG00000214397
ENSG00000214425
ENSG00000214429
ENSG00000214796
ENSG00000214826
ENSG00000214882
ENSG00000215154
ENSG00000215190
ENSG00000215251
ENSG00000215256
ENSG00000215270
ENSG00000215315
ENSG00000215394
ENSG00000215407
ENSG00000215490
ENSG00000215769
ENSG00000215834
ENSG00000215837
ENSG00000217128
ENSG00000217165
ENSG00000219481
ENSG00000219481
ENSG00000219481
ENSG00000219565
ENSG00000220804
ENSG00000221571
ENSG00000221716
ENSG00000222004
ENSG00000222041
ENSG00000223548
ENSG00000223613
ENSG00000223705
ENSG00000223705
ENSG00000223799
ENSG00000224032
ENSG00000224040
ENSG00000224057
ENSG00000224106
ENSG00000224201
ENSG00000224260
ENSG00000224272
ENSG00000224448
ENSG00000224452
ENSG00000224505
ENSG00000224514
ENSG00000224660
ENSG00000224677
ENSG00000224694
ENSG00000224715
ENSG00000224738
ENSG00000224809
ENSG00000224870
ENSG00000224881
ENSG00000224886
ENSG00000224976
ENSG00000224976
ENSG00000225033
ENSG00000225074
ENSG00000225099
ENSG00000225210
ENSG00000225210
ENSG00000225339
ENSG00000225400
ENSG00000225400
ENSG00000225411
ENSG00000225439
ENSG00000225461
ENSG00000225492
ENSG00000225492
ENSG00000225506
ENSG00000225630
ENSG00000225676
ENSG00000225684
ENSG00000225684
ENSG00000225721
ENSG00000225721
ENSG00000225808
ENSG00000225860
ENSG00000225869
ENSG00000226015
ENSG00000226249
ENSG00000226253
ENSG00000226268
ENSG00000226314
ENSG00000226389
ENSG00000226491
ENSG00000226510
ENSG00000226510
ENSG00000226535
ENSG00000226752
ENSG00000226812
ENSG00000226853
ENSG00000226881
ENSG00000226930
ENSG00000226990
ENSG00000227036
ENSG00000227036
ENSG00000227036
ENSG00000227145
ENSG00000227164
ENSG00000227194
ENSG00000227226
ENSG00000227238
ENSG00000227278
ENSG00000227295
ENSG00000227328
ENSG00000227401
ENSG00000227528
ENSG00000227645
ENSG00000227698
ENSG00000227765
ENSG00000228003
ENSG00000228144
ENSG00000228158
ENSG00000228175
ENSG00000228201
ENSG00000228294
ENSG00000228363
ENSG00000228394
ENSG00000228409
ENSG00000228412
ENSG00000228412
ENSG00000228446
